/seagrass_field1_file1-00001.png,1,1
/seagrass_field1_file1-00002.png,1,1
/seagrass_field1_file1-00003.png,1,1
/seagrass_field1_file1-00004.png,1,1
/seagrass_field1_file1-00005.png,1,1
/seagrass_field1_file1-00006.png,1,1
/seagrass_field1_file1-00007.png,1,1
/seagrass_field1_file1-00008.png,1,1
/seagrass_field1_file1-00009.png,1,1
/seagrass_field1_file1-00010.png,1,1
/seagrass_field1_file1-00011.png,0,0
/seagrass_field1_file1-00012.png,0,0
/seagrass_field1_file1-00013.png,0,0
/seagrass_field1_file1-00014.png,0,0
/seagrass_field1_file1-00015.png,0,0
/seagrass_field1_file1-00016.png,0,0
/seagrass_field1_file1-00017.png,0,0
/seagrass_field1_file1-00018.png,1,1
/seagrass_field1_file1-00019.png,0,0
/seagrass_field1_file1-00020.png,0,0
/seagrass_field1_file1-00021.png,0,0
/seagrass_field1_file1-00022.png,1,1
/seagrass_field1_file1-00023.png,3,0
/seagrass_field1_file1-00024.png,3,0
/seagrass_field1_file1-00025.png,3,0
/seagrass_field1_file1-00026.png,3,0
/seagrass_field1_file1-00027.png,3,0
/seagrass_field1_file1-00028.png,3,0
/seagrass_field1_file1-00029.png,3,0
/seagrass_field1_file1-00030.png,3,0
/seagrass_field1_file1-00031.png,3,0
/seagrass_field1_file1-00032.png,3,0
/seagrass_field1_file1-00033.png,3,0
/seagrass_field1_file1-00034.png,3,0
/seagrass_field1_file1-00035.png,0,0
/seagrass_field1_file1-00036.png,0,0
/seagrass_field1_file1-00037.png,1,1
/seagrass_field1_file1-00038.png,1,1
/seagrass_field1_file1-00039.png,0,0
/seagrass_field1_file1-00040.png,1,1
/seagrass_field1_file1-00041.png,0,0
/seagrass_field1_file1-00042.png,0,0
/seagrass_field1_file1-00043.png,0,0
/seagrass_field1_file1-00044.png,0,0
/seagrass_field1_file1-00045.png,0,0
/seagrass_field1_file1-00046.png,0,0
/seagrass_field1_file1-00047.png,1,1
/seagrass_field1_file1-00048.png,0,0
/seagrass_field1_file1-00049.png,1,1
/seagrass_field1_file1-00050.png,0,0
/seagrass_field1_file1-00051.png,0,0
