/seagrass_field1_file1-00001.png,128.864342,267213100.000000,0.000201,416.000000,85.184641,210.000000,67.000000,143.000000,,/seagrass_field1_file1-00001.png,1,1
/seagrass_field1_file1-00002.png,111.309777,230811953.000000,0.000012,24.000000,103.762577,236.000000,77.000000,159.000000,,/seagrass_field1_file1-00002.png,1,1
/seagrass_field1_file1-00003.png,98.728119,204722628.000000,0.000014,28.000000,115.863023,219.000000,111.000000,108.000000,,/seagrass_field1_file1-00003.png,1,1
/seagrass_field1_file1-00004.png,121.131491,251178260.000000,-0.000255,-528.000000,72.318902,255.000000,75.000000,180.000000,,/seagrass_field1_file1-00004.png,1,1
/seagrass_field1_file1-00005.png,143.648201,297868910.000000,0.000060,124.000000,109.299929,236.000000,63.000000,173.000000,,/seagrass_field1_file1-00005.png,1,1
/seagrass_field1_file1-00006.png,156.188669,323872824.000000,-0.000015,-32.000000,123.605839,181.000000,71.000000,110.000000,,/seagrass_field1_file1-00006.png,1,1
/seagrass_field1_file1-00007.png,164.044208,340162070.000000,-0.000185,-384.000000,110.133895,217.000000,69.000000,148.000000,,/seagrass_field1_file1-00007.png,1,1
/seagrass_field1_file1-00008.png,162.088223,336106140.000000,-0.000192,-398.000000,105.726624,195.000000,76.000000,119.000000,,/seagrass_field1_file1-00008.png,1,1
/seagrass_field1_file1-00009.png,128.062994,265551425.000000,0.000068,140.000000,74.375257,255.000000,28.000000,227.000000,,/seagrass_field1_file1-00009.png,1,1
/seagrass_field1_file1-00010.png,123.983808,257092825.000000,-0.000304,-630.000000,76.057799,255.000000,24.000000,231.000000,,/seagrass_field1_file1-00010.png,1,1
/seagrass_field1_file1-00011.png,41.501012,86056499.000000,0.000048,100.000000,71.047126,195.000000,98.000000,97.000000,,/seagrass_field1_file1-00011.png,0,0
/seagrass_field1_file1-00012.png,50.560675,104842615.000000,0.000042,88.000000,88.151566,195.000000,108.000000,87.000000,,/seagrass_field1_file1-00012.png,0,0
